,targetdataset,sourcedataset
12714,7,36
12715,30,58
12716,3,30
12717,73,47
12718,37,41
12719,20,15
12720,61,33
12721,39,13
12722,32,23
12723,73,12
12724,44,62
12725,7,32
12726,45,29
12727,37,23
12728,63,10
12729,42,3
12730,4,1
12731,54,63
12732,11,53
12733,51,5
12734,30,41
12735,28,10
12736,16,57
12737,30,53
12738,10,38
12739,14,11
12740,38,26
12741,16,9
12742,7,4
12743,58,31
12744,13,40
12745,57,14
12746,5,78
12747,37,57
12748,20,77
12749,9,74
12750,70,72
12751,15,28
12752,69,42
12753,34,5
12754,37,4
12755,12,65
12756,43,46
12757,6,57
12758,33,47
12759,48,36
12760,4,27
12761,55,52
12762,18,44
12763,1,75
12764,17,79
12765,51,18
12766,6,43
12767,18,45
12768,8,72
12769,6,27
12770,58,76
12771,29,38
12772,49,36
12773,22,41
12774,22,26
12775,50,18
12776,0,44
12777,52,58
12778,58,28
12779,37,2
12780,36,70
12781,20,13
12782,30,72
12783,24,74
12784,64,26
12785,78,70
12786,58,60
12787,20,50
12788,1,26
12789,74,79
12790,16,7
12791,69,61
12792,55,38
12793,45,49
12794,30,66
12795,41,48
12796,22,17
12797,59,66
12798,47,3
12799,24,6
12800,75,64
12801,30,58
12802,71,4
12803,55,51
12804,2,14
12805,28,45
12806,68,75
12807,13,24
12808,79,49
12809,27,39
12810,70,4
12811,21,36
12812,51,3
12813,25,49
12814,42,41
12815,18,49
12816,78,61
12817,46,62
12818,34,0
12819,72,11
12820,1,2
12821,56,8
12822,32,64
12823,79,62
12824,63,78
12825,30,28
12826,32,58
12827,4,34
12828,42,34
12829,4,0
12830,15,79
12831,62,20
12832,41,20
12833,48,70
12834,35,20
12835,73,50
12836,55,33
12837,60,39
12838,79,3
12839,24,64
12840,3,54
12841,43,57
12842,29,15
12843,8,22
12844,2,40
12845,68,24
12846,61,55
12847,73,1
12848,76,75
12849,43,74
12850,48,68
12851,28,1
12852,30,23
12853,62,47
12854,75,29
12855,31,52
12856,63,15
12857,25,57
12858,37,16
12859,15,79
12860,0,3
12861,66,13
12862,16,18
12863,7,77
12864,56,78
12865,47,79
12866,49,6
12867,52,12
12868,49,3
12869,27,45
12870,35,45
12871,18,49
12872,19,5
12873,9,36
12874,43,14
12875,46,76
12876,33,12
12877,55,24
12878,8,38
12879,11,2
12880,70,48
12881,68,40
12882,27,44
12883,7,55
12884,37,2
12885,29,30
12886,22,61
12887,61,10
12888,6,24
12889,69,15
12890,77,49
12891,64,58
12892,18,33
12893,28,34
12894,21,0
12895,72,17
12896,22,47
12897,64,16
12898,46,79
12899,29,61
12900,24,67
12901,32,49
12902,12,56
12903,43,7
12904,77,44
12905,16,73
12906,59,5
12907,73,68
12908,34,7
12909,8,46
12910,76,22
12911,17,28
12912,45,62
12913,69,70
12914,27,4
12915,68,75
12916,16,40
12917,20,73
12918,64,12
12919,50,24
12920,74,50
12921,74,53
12922,5,4
12923,31,78
12924,16,38
12925,27,30
12926,26,47
12927,55,69
12928,44,58
12929,22,48
12930,27,13
12931,15,19
12932,51,73
12933,65,61
12934,64,26
12935,36,74
12936,0,56
12937,51,22
12938,32,35
12939,57,0
12940,55,48
12941,36,27
12942,48,65
12943,37,13
12944,45,12
12945,62,61
12946,61,18
12947,36,47
12948,13,56
12949,32,73
12950,74,9
12951,28,9
12952,59,31
12953,45,20
12954,10,54
12955,29,37
12956,52,57
12957,49,71
12958,53,40
12959,20,47
12960,8,39
12961,72,25
12962,63,8
12963,16,59
12964,52,14
12965,61,25
12966,65,52
12967,25,55
12968,13,58
12969,43,15
12970,79,33
12971,44,67
12972,33,29
12973,21,58
12974,57,18
12975,77,24
12976,43,68
12977,11,49
12978,19,25
12979,63,28
12980,65,32
12981,75,50
12982,59,35
12983,18,37
12984,55,49
12985,9,69
12986,74,2
12987,37,76
12988,77,71
12989,65,7
12990,37,0
12991,73,50
12992,12,78
12993,71,67
12994,2,11
12995,50,54
12996,52,70
12997,40,49
12998,2,15
12999,55,3
13000,12,38
13001,63,43
13002,11,13
13003,37,20
13004,7,13
13005,35,61
13006,28,43
13007,14,12
13008,79,25
13009,13,27
13010,43,45
13011,29,69
13012,15,11
13013,10,66
13014,61,44
13015,11,47
13016,50,6
13017,19,15
13018,1,38
13019,46,55
13020,75,48
13021,72,59
13022,11,75
13023,14,30
13024,77,75
13025,12,31
13026,46,61
13027,45,15
13028,59,44
13029,15,55
13030,66,65
13031,60,67
13032,35,79
13033,29,45
13034,57,39
13035,41,1
13036,24,41
13037,56,41
13038,3,47
13039,34,77
13040,75,74
13041,57,37
13042,32,62
13043,9,26
13044,53,42
13045,50,71
13046,5,62
13047,6,51
13048,12,6
13049,21,37
13050,5,22
13051,57,48
13052,45,54
13053,20,78
13054,73,60
13055,18,44
13056,40,39
13057,16,69
13058,58,17
13059,75,40
13060,37,53
13061,27,46
13062,27,16
13063,55,78
13064,22,30
13065,73,61
13066,31,67
13067,30,76
13068,33,27
13069,52,47
13070,77,39
13071,61,41
13072,40,78
13073,2,62
13074,73,79
13075,25,73
13076,33,71
13077,45,31
13078,42,44
13079,50,79
13080,56,32
13081,58,63
13082,12,50
13083,70,5
13084,47,8
13085,77,75
13086,48,26
13087,54,25
13088,12,71
13089,22,19
13090,25,62
13091,43,17
13092,8,36
13093,0,79
13094,58,25
13095,35,6
13096,1,5
13097,31,22
13098,45,56
13099,7,63
13100,1,71
13101,58,45
13102,79,51
13103,79,14
13104,15,67
13105,19,75
13106,11,58
13107,13,55
13108,52,33
13109,63,53
13110,0,30
13111,65,60
13112,79,24
13113,39,8
13114,31,26
13115,58,52
13116,78,68
13117,10,65
13118,75,1
13119,9,29
13120,40,41
13121,70,63
13122,62,42
13123,53,76
13124,36,15
13125,70,59
13126,22,41
13127,26,25
13128,28,18
13129,9,20
13130,46,26
13131,47,64
13132,72,24
13133,68,77
13134,32,75
13135,64,28
13136,48,8
13137,8,31
13138,33,51
13139,78,37
13140,74,12
13141,54,10
13142,33,41
13143,59,23
13144,44,56
13145,42,30
13146,75,17
13147,54,53
13148,12,68
13149,24,72
13150,3,18
13151,13,14
13152,49,29
13153,75,40
13154,17,72
13155,24,77
13156,46,0
13157,30,9
13158,59,19
13159,38,9
13160,3,75
13161,46,43
13162,65,45
13163,52,50
13164,42,76
13165,13,3
13166,32,1
13167,7,45
13168,48,12
13169,68,33
13170,10,11
13171,49,18
13172,39,75
13173,53,1
13174,43,24
13175,30,7
13176,42,32
13177,17,15
13178,10,3
13179,50,62
13180,46,18
13181,14,31
13182,38,42
13183,47,66
13184,57,37
13185,29,8
13186,9,77
13187,24,17
13188,22,64
13189,43,71
13190,65,5
13191,21,51
13192,72,54
13193,50,13
13194,36,46
13195,19,3
13196,55,21
13197,42,25
13198,15,1
13199,65,46
13200,47,44
13201,0,24
13202,55,44
13203,27,67
13204,66,29
13205,8,34
13206,54,55
13207,2,44
13208,36,8
13209,64,55
13210,47,65
13211,31,42
13212,19,33
13213,5,11
13214,65,29
13215,21,45
13216,48,78
13217,27,29
13218,9,32
13219,3,49
13220,77,0
13221,39,57
13222,61,26
13223,61,25
13224,11,30
13225,19,11
13226,28,36
13227,16,11
13228,65,16
13229,42,4
13230,28,38
13231,50,38
13232,72,46
13233,47,77
13234,79,23
13235,3,44
13236,36,34
13237,76,14
13238,70,62
13239,30,0
13240,72,21
13241,0,5
13242,14,61
13243,71,27
13244,12,77
13245,1,19
13246,14,62
13247,53,1
13248,74,31
13249,34,76
13250,25,32
13251,15,0
13252,11,73
13253,19,45
13254,75,64
13255,27,35
13256,38,17
13257,24,17
13258,64,67
13259,61,36
13260,70,78
13261,45,72
13262,10,3
13263,71,18
13264,11,32
13265,18,5
13266,59,17
13267,37,38
13268,12,40
13269,5,23
13270,31,52
13271,61,49
13272,49,47
13273,7,58
13274,32,30
13275,32,12
13276,58,18
13277,28,69
13278,67,3
13279,30,62
13280,72,75
13281,51,11
13282,21,71
13283,58,62
13284,46,29
13285,38,57
13286,63,31
13287,13,0
13288,3,77
13289,57,72
13290,70,51
13291,13,36
13292,13,38
13293,1,53
13294,68,37
13295,34,10
13296,21,5
13297,59,3
13298,66,67
13299,48,3
13300,55,23
13301,9,79
13302,41,77
13303,25,75
13304,66,59
13305,17,2
13306,65,48
13307,32,34
13308,9,14
13309,66,59
13310,38,33
13311,51,52
13312,27,62
13313,64,65
13314,39,67
13315,49,13
13316,65,27
13317,20,59
13318,25,13
13319,71,32
13320,1,53
13321,39,46
13322,11,33
13323,66,73
13324,25,31
13325,8,44
13326,35,41
13327,29,0
13328,65,12
13329,14,22
13330,58,10
13331,52,3
13332,45,21
13333,35,53
13334,77,48
13335,41,19
13336,66,38
13337,13,24
13338,47,4
13339,59,33
13340,71,46
13341,36,46
13342,11,78
13343,59,52
13344,55,12
13345,60,76
13346,63,12
13347,58,61
13348,36,55
13349,59,4
13350,63,64
13351,46,5
13352,60,58
13353,40,0
13354,67,2
13355,33,68
13356,79,10
13357,67,53
13358,15,54
13359,77,61
13360,28,54
13361,49,28
13362,5,50
13363,49,73
13364,22,58
13365,19,21
13366,37,74
13367,74,63
13368,18,67
13369,1,46
13370,50,43
13371,62,17
13372,52,46
13373,64,53
13374,10,31
13375,39,50
13376,75,71
13377,18,44
13378,32,55
13379,60,27
13380,69,42
13381,52,0
13382,42,57
13383,75,11
13384,32,39
13385,25,61
13386,4,52
13387,45,17
13388,11,43
13389,60,3
13390,47,62
13391,12,64
13392,29,62
13393,49,15
13394,76,65
13395,14,22
13396,51,46
13397,27,32
13398,13,35
13399,59,22
13400,66,50
13401,18,4
13402,14,64
13403,33,74
13404,76,50
13405,56,50
13406,28,47
13407,35,76
13408,28,43
13409,40,4
13410,6,55
13411,13,60
13412,71,34
13413,1,59
13414,22,17
13415,22,26
13416,36,18
13417,24,34
13418,39,23
13419,47,8
13420,42,63
13421,38,36
13422,6,66
13423,36,34
13424,13,24
13425,16,1
13426,29,4
13427,4,25
13428,76,25
13429,45,27
13430,61,9
13431,76,13
13432,58,43
13433,76,71
13434,78,24
13435,20,38
13436,56,31
13437,65,41
13438,27,61
13439,10,71
13440,48,31
13441,10,76
13442,32,0
13443,23,45
13444,60,22
13445,12,58
13446,21,71
13447,74,71
13448,38,15
13449,56,14
13450,48,33
13451,4,78
13452,17,11
13453,59,19
13454,44,35
13455,68,29
13456,61,51
13457,4,12
13458,48,23
13459,78,3
13460,50,69
13461,6,49
13462,3,39
13463,55,4
13464,26,76
13465,31,26
13466,7,47
13467,32,19
13468,66,67
13469,1,61
13470,38,58
13471,10,32
13472,75,53
13473,12,49
13474,13,72
13475,51,6
13476,76,34
13477,19,79
13478,32,34
13479,29,47
13480,3,60
13481,15,33
13482,5,27
13483,41,12
13484,23,31
13485,18,13
13486,30,7
13487,25,17
13488,1,20
13489,62,34
13490,1,36
13491,0,63
13492,77,41
13493,13,68
13494,39,56
13495,2,54
13496,47,51
13497,34,20
13498,71,72
13499,29,72
13500,39,17
13501,10,54
13502,31,10
13503,7,18
13504,37,44
13505,51,78
13506,3,22
13507,13,16
13508,37,34
13509,2,66
13510,78,15
13511,65,67
13512,63,40
13513,46,51
13514,26,45
13515,69,41
13516,56,16
13517,34,65
13518,58,20
13519,18,20
13520,65,30
13521,75,65
13522,78,53
13523,50,28
13524,34,38
13525,75,46
13526,16,63
13527,40,35
13528,45,40
13529,16,58
13530,21,76
13531,44,60
13532,55,61
13533,72,52
13534,57,14
13535,62,21
13536,20,68
13537,26,0
13538,62,29
13539,18,48
13540,40,29
13541,77,31
13542,28,25
13543,29,47
13544,14,53
13545,27,38
13546,36,7
13547,15,64
13548,17,55
13549,79,50
13550,65,15
13551,51,5
13552,60,68
13553,45,12
13554,66,48
13555,40,19
13556,16,28
13557,58,22
13558,3,37
13559,78,68
13560,35,23
13561,68,76
13562,47,38
13563,30,74
13564,48,39
13565,7,17
13566,76,33
13567,63,68
13568,68,70
13569,68,53
13570,14,40
13571,25,31
13572,22,43
13573,11,33
13574,57,74
13575,39,70
13576,41,59
13577,38,64
13578,62,10
13579,45,11
13580,61,53
13581,52,33
13582,63,20
13583,29,49
13584,52,46
13585,48,10
13586,28,34
13587,7,38
13588,19,20
13589,7,11
13590,79,6
13591,51,1
13592,29,56
13593,58,57
13594,46,60
13595,32,67
13596,33,52
13597,9,48
13598,3,39
13599,16,30
13600,31,3
13601,69,58
13602,72,16
13603,48,9
13604,25,32
13605,7,72
13606,56,15
13607,30,76
13608,16,38
13609,45,0
13610,20,36
13611,78,62
13612,36,7
13613,72,76
13614,18,64
13615,72,2
13616,2,7
13617,32,12
13618,2,75
13619,11,58
13620,25,43
13621,25,37
13622,78,55
13623,75,23
13624,72,48
13625,54,57
13626,20,49
13627,0,38
13628,68,57
13629,17,51
13630,74,11
13631,40,24
13632,70,4
13633,9,44
13634,15,62
13635,76,55
13636,61,40
13637,21,13
13638,59,27
13639,17,53
13640,1,39
13641,51,59
13642,70,73
13643,28,7
13644,19,66
13645,59,42
13646,70,32
13647,20,12
13648,60,54
13649,6,68
13650,54,19
13651,61,71
13652,38,50
13653,57,79
13654,54,28
13655,3,34
13656,28,36
13657,61,22
13658,58,27
13659,79,29
13660,3,66
13661,38,1
13662,52,75
13663,34,79
13664,38,29
13665,2,72
13666,49,31
13667,9,63
13668,68,7
13669,14,46
13670,18,50
13671,34,48
13672,0,36
13673,8,55
13674,30,48
13675,24,33
13676,39,56
13677,22,12
13678,25,13
13679,20,61
13680,27,20
13681,50,70
13682,36,23
13683,30,25
13684,24,34
13685,48,66
13686,44,57
13687,64,77
13688,64,67
13689,67,13
13690,29,6
13691,58,7
13692,2,23
13693,43,15
13694,33,75
13695,70,64
13696,25,30
13697,3,61
13698,58,68
13699,8,76
13700,9,65
13701,29,44
13702,52,30
13703,65,23
13704,1,59
13705,16,61
13706,66,52
13707,41,33
13708,54,31
13709,62,38
13710,58,37
13711,48,54
13712,30,17
13713,51,16
13714,71,0
13715,16,72
13716,33,26
13717,5,29
13718,57,30
13719,12,53
13720,74,39
13721,13,3
13722,19,7
13723,39,43
13724,36,39
13725,8,16
13726,28,64
13727,74,39
13728,26,44
13729,24,70
13730,43,34
13731,3,56
13732,41,72
13733,9,16
13734,11,59
13735,47,41
13736,3,53
13737,65,4
13738,35,41
13739,36,74
13740,5,9
13741,53,48
13742,47,23
13743,72,2
13744,19,38
13745,65,11
13746,34,46
13747,17,31
13748,35,37
13749,10,58
13750,48,41
13751,65,41
13752,28,78
13753,33,55
13754,62,13
13755,14,0
13756,38,35
13757,42,46
13758,5,62
13759,49,58
13760,75,63
13761,36,19
13762,29,75
13763,77,43
13764,68,12
13765,4,39
13766,28,49
13767,78,14
13768,29,45
13769,65,14
13770,66,8
13771,17,53
13772,16,29
13773,37,38
13774,9,20
13775,10,0
13776,19,40
13777,69,15
13778,32,4
13779,54,30
13780,27,54
13781,50,29
13782,37,5
13783,54,15
13784,38,26
13785,60,2
13786,62,56
13787,66,18
13788,48,59
13789,55,57
13790,32,66
13791,0,28
13792,10,76
13793,48,14
13794,41,16
13795,52,45
13796,37,50
13797,50,30
13798,61,28
13799,22,19
13800,57,72
13801,52,34
13802,35,42
13803,38,40
13804,12,16
13805,76,79
13806,44,8
13807,66,64
13808,64,75
13809,47,57
13810,37,24
13811,52,25
13812,33,56
13813,54,67
13814,10,2
13815,58,29
13816,4,10
13817,21,10
13818,42,63
13819,79,2
13820,52,41
13821,49,48
13822,9,73
13823,76,16
13824,65,35
13825,6,65
13826,7,16
13827,47,2
13828,48,44
13829,59,36
13830,38,32
13831,61,14
13832,20,68
13833,35,43
13834,54,76
13835,77,30
13836,16,27
13837,67,64
13838,71,0
13839,65,26
13840,55,31
13841,77,72
13842,75,70
13843,38,67
13844,52,44
13845,13,62
13846,1,33
13847,54,34
13848,40,58
13849,43,46
13850,54,22
13851,33,52
13852,77,7
13853,19,1
13854,28,62
13855,58,74
13856,11,75
13857,23,33
13858,23,76
13859,4,61
13860,74,67
13861,35,73
13862,20,25
13863,19,32
13864,57,79
13865,72,59
13866,0,12
13867,71,27
13868,75,65
13869,28,29
13870,14,17
13871,68,4
13872,66,12
13873,24,63
13874,71,58
13875,36,74
13876,25,64
13877,79,72
13878,35,24
13879,59,2
13880,27,39
13881,68,13
13882,56,33
13883,76,56
13884,64,12
13885,5,24
13886,68,72
13887,75,12
13888,51,76
13889,38,28
13890,5,64
13891,7,57
13892,30,23
13893,46,27
13894,10,39
13895,33,20
13896,13,25
13897,48,54
13898,38,25
13899,76,24
13900,19,47
13901,49,42
13902,52,67
13903,9,50
13904,52,49
13905,15,19
13906,72,26
13907,24,60
13908,57,27
13909,27,17
13910,16,46
13911,24,35
13912,62,19
13913,64,50
13914,74,35
13915,5,56
13916,14,38
13917,65,6
13918,61,24
13919,74,70
13920,9,56
13921,14,4
13922,72,50
13923,68,69
13924,16,15
13925,75,62
13926,39,23
13927,75,67
13928,47,34
13929,56,77
13930,12,27
13931,28,55
13932,31,36
13933,5,46
13934,20,76
13935,55,48
13936,48,71
13937,15,20
13938,56,32
13939,67,4
13940,33,46
13941,57,33
13942,48,72
13943,44,54
13944,34,35
13945,79,65
13946,59,50
13947,41,12
13948,70,45
13949,25,50
13950,41,13
13951,37,5
13952,11,72
13953,45,17
13954,12,19
13955,22,45
13956,79,72
13957,25,38
13958,56,44
13959,9,21
13960,48,56
13961,29,78
13962,60,26
13963,30,56
13964,49,2
13965,63,67
13966,10,73
13967,78,54
13968,39,70
13969,41,23
13970,20,59
13971,31,14
13972,51,4
13973,30,58
13974,50,10
13975,3,54
13976,71,33
13977,15,68
13978,35,62
13979,47,63
13980,25,34
13981,31,35
13982,16,60
13983,29,27
13984,73,42
13985,9,4
13986,58,35
13987,45,46
13988,10,33
13989,25,59
13990,44,28
13991,64,23
13992,79,4
13993,21,74
13994,29,24
13995,58,14
13996,47,4
13997,61,14
13998,12,7
13999,36,71
14000,45,78
14001,26,66
14002,67,16
14003,61,48
14004,9,55
14005,78,41
14006,62,54
14007,40,77
14008,68,62
14009,31,20
14010,38,37
14011,33,5
14012,79,63
14013,1,33
14014,71,19
14015,32,31
14016,50,47
14017,28,74
14018,72,32
14019,59,42
14020,14,29
14021,52,61
14022,53,70
14023,51,20
14024,42,50
14025,5,18
14026,66,78
14027,7,4
14028,64,59
14029,68,18
14030,28,14
14031,53,42
14032,53,63
14033,68,53
14034,72,67
14035,30,43
14036,23,8
14037,27,59
14038,27,40
14039,24,17
14040,56,48
14041,31,65
14042,58,1
14043,46,79
14044,28,1
14045,9,41
14046,39,16
14047,71,22
14048,48,40
14049,36,64
14050,51,43
14051,76,27
14052,52,2
14053,15,78
14054,38,39
14055,21,8
14056,66,10
14057,69,39
14058,52,69
14059,44,10
14060,8,43
14061,72,75
14062,19,40
14063,26,69
14064,1,40
14065,28,14
14066,48,55
14067,12,60
14068,74,54
14069,0,50
14070,37,3
14071,24,35
14072,64,10
14073,32,4
14074,24,18
14075,39,66
14076,2,79
14077,45,16
14078,70,68
14079,22,24
14080,28,71
14081,62,43
14082,53,54
14083,47,1
14084,38,6
14085,2,37
14086,72,75
14087,21,8
14088,14,1
14089,65,51
14090,9,23
14091,5,47
14092,4,41
14093,65,17
14094,38,28
14095,51,72
14096,15,66
14097,2,3
14098,4,31
14099,63,62
14100,63,27
14101,11,13
14102,1,42
14103,62,55
14104,47,73
14105,44,66
14106,7,25
14107,3,62
14108,29,71
14109,0,35
14110,65,6
14111,6,20
14112,4,23
14113,27,36
14114,51,33
14115,44,69
14116,32,43
14117,55,78
14118,56,76
14119,18,69
14120,54,39
14121,61,51
14122,79,59
14123,54,9
14124,11,15
14125,50,2
14126,35,42
14127,15,28
14128,79,53
14129,74,34
14130,16,55
14131,39,62
14132,76,48
14133,50,5
14134,54,36
14135,5,3
14136,71,23
14137,15,75
14138,53,38
14139,51,76
14140,21,57
14141,25,75
14142,22,15
14143,76,35
14144,8,22
14145,3,38
14146,37,49
14147,63,66
14148,34,42
14149,3,43
14150,33,3
14151,54,7
14152,36,57
14153,23,74
14154,52,73
14155,6,33
14156,45,41
14157,54,62
14158,17,26
14159,65,34
14160,49,72
14161,28,61
14162,71,22
14163,6,78
14164,69,60
14165,76,11
14166,21,72
14167,47,53
14168,54,9
14169,21,13
14170,20,49
14171,30,27
14172,79,70
14173,50,77
14174,14,45
14175,66,71
14176,36,33
14177,76,22
14178,10,79
14179,53,30
14180,20,5
14181,50,27
14182,12,18
14183,26,10
14184,34,9
14185,38,70
14186,54,20
14187,45,46
14188,35,7
14189,14,49
14190,58,49
14191,27,3
14192,22,17
14193,52,66
14194,54,31
14195,14,72
14196,30,40
14197,24,9
14198,58,8
14199,26,2
14200,43,3
14201,36,31
14202,64,56
14203,30,44
14204,31,25
14205,74,69
14206,50,18
14207,29,79
14208,7,19
14209,28,53
14210,9,15
14211,23,51
14212,66,7
14213,8,44
14214,76,57
14215,73,43
14216,52,56
14217,65,11
14218,27,33
14219,59,64
14220,77,28
14221,78,64
14222,27,38
14223,36,7
14224,67,48
14225,67,66
14226,72,71
14227,14,52
14228,62,49
14229,44,57
14230,42,49
14231,18,45
14232,66,20
14233,53,13
14234,26,75
14235,39,53
14236,25,3
14237,74,57
14238,74,53
14239,15,21
14240,19,6
14241,14,57
14242,8,78
14243,57,38
14244,43,51
14245,42,23
14246,6,35
14247,47,73
14248,11,58
14249,46,6
14250,4,39
14251,78,57
14252,45,11
14253,18,63
14254,54,2
14255,51,46
14256,14,37
14257,77,2
14258,56,34
14259,59,54
14260,6,24
14261,44,40
14262,16,22
14263,18,36
14264,25,17
14265,56,27
14266,26,41
14267,1,70
14268,69,46
14269,76,19
14270,10,19
14271,44,1
14272,15,67
14273,48,5
14274,35,73
14275,6,79
14276,27,68
14277,35,57
14278,65,10
14279,74,22
14280,8,14
14281,65,41
14282,41,29
14283,12,42
14284,39,43
14285,48,55
14286,35,64
14287,15,19
14288,4,50
14289,47,66
14290,42,56
14291,41,60
14292,65,51
14293,46,49
14294,41,11
14295,71,15
14296,51,0
14297,43,73
14298,64,22
14299,34,14
14300,24,27
14301,2,7
14302,59,44
14303,48,78
14304,65,48
14305,54,69
14306,46,22
14307,6,50
14308,62,22
14309,11,55
14310,23,35
14311,10,71
14312,40,57
14313,61,34
14314,60,58
14315,27,41
14316,67,23
14317,44,16
14318,12,60
14319,23,56
14320,70,77
14321,60,55
14322,49,73
14323,68,23
14324,41,62
14325,35,27
14326,70,66
14327,5,23
14328,68,40
14329,50,22
14330,44,65
14331,49,67
14332,1,29
14333,32,54
14334,53,0
14335,72,22
14336,25,71
14337,65,76
14338,35,25
14339,8,51
14340,30,44
14341,30,26
14342,35,21
14343,42,8
14344,13,26
14345,3,52
14346,69,2
14347,22,63
14348,74,33
14349,60,9
14350,14,46
14351,66,3
14352,13,33
14353,4,17
14354,47,29
14355,31,62
14356,44,58
14357,26,58
14358,53,5
14359,19,58
14360,41,61
14361,33,79
14362,67,43
14363,13,64
14364,23,61
14365,34,16
14366,77,50
14367,78,4
14368,21,62
14369,15,14
14370,50,24
14371,32,68
14372,64,75
14373,10,19
14374,5,37
14375,3,48
14376,65,8
14377,70,42
14378,53,17
14379,5,37
14380,44,73
14381,5,39
14382,16,9
14383,16,78
14384,16,49
14385,27,4
14386,75,25
14387,60,41
14388,8,7
14389,60,1
14390,27,35
14391,0,58
14392,57,59
14393,35,59
14394,13,61
14395,2,32
14396,4,69
14397,65,63
14398,34,18
14399,64,18
14400,2,13
14401,7,71
14402,34,36
14403,42,13
14404,53,59
14405,32,3
14406,28,21
14407,52,7
14408,76,2
14409,65,28
14410,62,14
14411,31,54
14412,35,48
14413,7,72
14414,55,17
14415,25,30
14416,39,73
14417,63,51
14418,24,7
14419,4,45
14420,31,9
14421,73,77
14422,44,7
14423,18,53
14424,11,6
14425,6,54
14426,62,12
14427,44,8
14428,55,62
14429,36,15
14430,65,20
14431,45,34
14432,37,61
14433,50,57
14434,5,58
14435,57,8
14436,27,46
14437,58,35
14438,19,29
14439,22,56
14440,11,15
14441,54,64
14442,50,24
14443,55,1
14444,49,53
14445,51,38
14446,52,24
14447,28,47
14448,68,0
14449,32,16
14450,1,69
14451,21,52
14452,24,32
14453,50,15
14454,29,44
14455,58,30
14456,15,47
14457,65,71
14458,63,57
14459,22,27
14460,47,52
14461,72,20
14462,12,63
14463,14,55
14464,39,19
14465,63,28
14466,9,41
14467,7,28
14468,45,58
14469,0,27
14470,46,73
14471,42,72
14472,51,28
14473,42,61
14474,16,7
14475,30,77
14476,76,27
14477,33,56
14478,17,5
14479,50,54
14480,5,54
14481,28,79
14482,75,58
14483,64,5
14484,54,15
14485,21,10
14486,11,68
14487,5,71
14488,42,39
14489,26,13
14490,6,34
14491,19,4
14492,31,60
14493,47,57
14494,76,11
14495,78,36
14496,6,43
14497,13,67
14498,47,55
14499,15,64
14500,41,40
14501,13,14
14502,54,79
14503,65,37
14504,41,42
14505,7,71
14506,63,16
14507,12,79
14508,39,70
14509,60,28
14510,0,3
14511,69,46
14512,5,46
14513,79,4
14514,17,55
14515,29,4
14516,6,73
14517,32,41
14518,34,65
14519,52,36
14520,6,5
14521,39,1
14522,64,33
14523,30,46
14524,31,57
14525,17,49
14526,51,66
14527,22,27
14528,79,54
14529,7,8
14530,51,18
14531,36,58
14532,46,79
14533,52,8
14534,28,62
14535,18,68
14536,4,29
14537,76,36
14538,51,47
14539,64,75
14540,51,68
14541,3,27
14542,50,0
14543,41,57
14544,56,53
14545,30,55
14546,45,59
14547,6,37
14548,35,46
14549,58,63
14550,37,4
14551,60,61
14552,25,7
14553,51,75
14554,26,41
14555,12,6
14556,14,68
14557,3,22
14558,58,71
14559,32,16
14560,18,9
14561,8,23
14562,0,12
14563,64,76
14564,40,34
14565,8,28
14566,67,8
14567,68,60
14568,46,6
14569,23,61
14570,73,78
14571,75,45
14572,26,11
14573,48,5
14574,39,67
14575,71,40
14576,57,46
14577,52,10
14578,70,75
14579,49,17
14580,35,21
14581,13,33
14582,27,72
14583,5,68
14584,14,27
14585,41,11
14586,73,25
14587,66,4
14588,63,13
14589,73,50
14590,67,54
14591,56,43
14592,9,57
14593,77,54
14594,4,31
14595,77,28
14596,27,16
14597,30,5
14598,27,3
14599,63,33
14600,16,21
14601,36,46
14602,37,63
14603,50,75
14604,28,18
14605,2,21
14606,10,72
14607,3,7
14608,77,8
14609,2,1
14610,30,41
14611,20,57
14612,8,72
14613,76,38
14614,21,78
14615,68,13
14616,56,22
14617,51,46
14618,79,48
14619,6,50
14620,58,55
14621,30,71
14622,69,8
14623,9,17
14624,2,13
14625,49,51
14626,44,29
14627,27,14
14628,57,3
14629,27,51
14630,57,52
14631,39,37
14632,34,69
14633,10,72
14634,55,32
14635,41,0
14636,61,29
14637,62,15
14638,61,2
14639,34,14
14640,16,13
14641,1,57
14642,40,49
14643,60,79
14644,25,7
14645,77,44
14646,52,66
14647,51,73
14648,73,35
14649,0,66
14650,48,2
14651,70,5
14652,2,31
14653,41,45
14654,36,33
14655,79,69
14656,20,47
14657,66,47
14658,1,29
14659,32,7
14660,28,71
14661,66,22
14662,49,67
14663,77,37
14664,25,26
14665,62,57
14666,56,22
14667,46,11
14668,59,72
14669,14,44
14670,52,27
14671,26,45
14672,57,18
14673,9,16
14674,29,1
14675,78,36
14676,53,35
14677,53,17
14678,29,66
14679,67,55
14680,41,70
14681,73,7
14682,29,21
14683,19,65
14684,71,28
14685,34,53
14686,9,52
14687,55,17
14688,25,27
14689,5,10
14690,13,74
14691,61,17
14692,52,47
14693,29,41
14694,36,2
14695,16,26
14696,39,74
14697,76,56
14698,72,45
14699,53,1
14700,62,29
14701,44,2
14702,60,74
14703,48,64
14704,61,53
14705,6,66
14706,42,46
14707,4,9
14708,73,7
14709,19,71
14710,38,3
14711,76,56
